17	0	没有说，但是估计少不到多少	1
17	1	3楼房子卖了	0
17	2	这套房子可以哟	0
18	0	随时可以看房的	0
18	1	今天有时间吗	0
18	2	我拿好钥匙可以直接现场看的	0
18	3	好的 就考虑义堂这块小三室吗	0
18	4	只看二环里吗？	0
19	0	可以啊	1
19	1	您什么时候看	1
19	2	好的	0
20	0	您好	0
20	1	价格可以谈	1
20	2	水仙的	0
21	0	OK	0
21	1	OK	0
21	2	 可以的	1
22	0	可以	1
22	1	40来万的	0
22	2	我们有钥匙的你有时间没	0
23	0	约哈。去看哈嘛	0
23	1	确定	0
23	2	我上个月才卖了得	0
23	3	大概几分钟吧	0
23	4	亲爱的你点好多	0
24	0	👌	0
24	1	我给您发个vr	0
24	2	怎么了？	0
25	0	链家NAME很高兴为您服务	0
25	1	永丰楼   6楼到顶的5楼	1
25	2	南北通透的两室	1
25	3	私产  满五年	1
25	4	性价比挺合适的	1
26	0	靠百色路	1
26	1	电梯房考虑吗	0
26	2	嗯	0
27	0	这几套房子是幸福时光里的，离长生桥轻轨站很近，	0
27	1	您从那边过来	0
27	2	自己开车还是轻轨	0
28	0	可以申请	0
28	1	可园小学中学，木棉湾小学中学都可以上	1
28	2	百合学校分区，只有龙岗区才能上，以近距离录取分数线准	1
28	3	教育局网	0
28	4	申请	0
29	0	您好，您发的房子还在的，链家所有房源均为真实在售房源，想看看吗？我可以帮您约业主时间。	0
29	1	早上好	0
30	0	这个房源不存在哈，是租房	1
30	1	也可以呀	0
30	2	好的	0
30	3	请问您的电话是多少	0
30	4	您的呢？	0
31	0	您好这套房子随时可以看	1
31	1	您您什么时候有时间看房？	1
32	0	琴海公寓您考虑吗？	0
32	1	河东哪套房子？	0
32	2	房子您可以给我发一下吗？我给您约一下。	0
33	0	我给你约一下业主吧。	1
33	1	您好，您之前咨询的纬四路9号院小区有新上房源，不知道您是否感兴趣？	0
34	0	嗯嗯	0
34	1	附近目前还有鑫江花漾里	0
34	2	😄	0
35	0	嗯	0
35	1	全款	1
35	2	您这边是要按揭还是全款	0
35	3	?	0
35	4	?	0
36	0	你要造成落地窗吗?	0
36	1	协议过户	1
36	2	可以砸?	0
36	3	我看见有人把阳台改成落地的了?	0
36	4	没看见有人改、	0
37	0	不临街呢	1
37	1	在	0
38	0	您大概什么时间方便呢	1
38	1	我帮您约好	1
38	2	好的👌您留个联系电话给我	0
39	0	这户型的缺点是没有阳台	1
39	1	小区是老小区，楼梯房	1
39	2	81坪的小三房	0
39	3	但是楼下交通，生活，学校都很方便	1
39	4	房子是在7楼	0
40	0	不是实验	1
40	1	您要实验学校学区房？	0
40	2	有的	0
41	0	不是啊	1
41	1	2016年买的	1
41	2	2019年底才办的契税	1
42	0	您好	0
42	1	您好	0
43	0	可以的	1
43	1	现在还有徐州	0
43	2	没出去	0
44	0	2022年	1
44	1	有时间可以来看看	0
44	2	周六日休息吗	0
45	0	这是62平的	0
45	1	您想考虑多大面积的呀	0
45	2	您同意呀，我给你发个62平的精装的	0
46	0	对	0
46	1	重点学校	0
46	2	哦哦	0
47	0	增值税，契税，个税	1
47	1	一共8点多	1
47	2	好的，我写给您	0
47	3	增值税5.3，契税1.5，个税1	1
47	4	一共7.8	1
48	0	这个项目是在青白江那边	0
48	1	挨着青白江东站的	0
49	0	飞鹅岭小学的	1
49	1	不是的，保利高尔夫那里	0
49	2	公立的，3公里	0
50	0	房子是业主自住的，看房方便，一般都有老人在家的，	1
50	1	您有时间可以与我提前联系。我帮您约时间，其他户型的房子也可以带您看一下。	1
50	2	房子是19楼的，视野也很不错的。	0
51	0	视野相对来说还可以	1
51	1	不挡光	1
51	2	价格可以谈	0
51	3	家具需要跟房东协商	0
51	4	大部分是没有问题的	0
52	0	您好	0
52	1	业主诚心卖	0
52	2	您可以先看一下房子，合适的话可以和业主聊聊	1
53	0	我可以努力去帮你试试	1
53	1	不过2楼的比这个也大小20平呢😆我估计应该能高一点点	0
53	2	我可以帮您递个价给业主聊聊 咱俩在沟通 方便您给我留个您的联系方式吧😊也方便咱们沟通	0
54	0	您今天几点到呢	0
54	1	我都帮您约一下	0
54	2	好的	0
55	0	好的，你什么时间方便。	1
55	1	好的	0
55	2	今天租户出去了，明天上午可以安排看房。	1
56	0	好	0
56	1	晚点儿我约下业主的时间	1
56	2	好的	0
57	0	嗯嗯很方便，提前预约随时可看	1
57	1	恩恩	0
57	2	您好	0
58	0	对旁边是通史南路	1
58	1	房主着急卖，如果考虑的话可以再聊聊	0
58	2	这个房有钥匙，你看今天什么时候有时间？	0
59	0	这套房子装修保养非常不错	0
59	1	嗯嗯	0
59	2	带家具家电一起卖哈	0
59	3	房东只带走私人物品	0
60	0	😓	0
60	1	😁	0
61	0	您是考虑买还是卖？	0
61	1	之前您有没有过来看过这个小区呢	0
61	2	有153-166-178平的	0
61	3	好的	0
61	4	我给您发几套，您看一下	0
62	0	您是说的那套房子？	1
62	1	常秀家园还是那个小区呢？	0
62	2	常秀家园对应的是海淀育鹰小学	1
63	0	农忙了	0
63	1	 好的呀	0
63	2	 客户不多	0
64	0	这套房子在兴工北街1号	1
64	1	对	0
64	2	好的	0
65	0	不影响啊	0
65	1	就是看顶楼你介意不	0
65	2	?这个我怎么说呢，夏天不管几楼的房子都要开空调	0
65	3	那不会	0
65	4	漏雨的话会跟您说的	0
66	0	板厂小学的招生简章上有本小区	1
66	1	板厂小学是一所二流一类小学，侧重于孩子的学习成绩，所以成绩相对来说好一些，上汇文中学的比例也是最高的，到达30%的比例，汇文中学又是北京市的重点中学，这个小学跟陪新小学差不多，也是注重学习成绩，过来板厂和陪新的，基本都是冲着汇文中学而来，即使没上了汇文，大部分去了广渠门中学，东城区重点，还有两所，50和109，仅次于广渠门，也是区重点，板厂对应中学就是这四所，都在方圆1.5公里以内	1
66	2	龙体片区整体比较均衡	0
66	3	没有坑	0
66	4	嗯嗯，可以的，明天下午您几点能过来呀	0
67	0	不临马路	1
67	1	楼下就是花园	0
67	2	这套您看一下总高11楼的9楼	0
68	0	7楼	1
68	1	这套房子在6栋，1层	1
68	2	房子比较新	0
69	0	咸阳的盘	0
69	1	小区自带13.5万方的商业	0
69	2	您想购置一套吗	0
70	0	这种两居近期成交没有465万的，您再确定一下是不是看错了(^^)	0
70	1	这套是顶层的，电梯到10层，然后走楼梯往上走一层。不满两年的公房	0
70	2	不是电梯直达的那种，另外这个是半年以前的成交了，现在像这种楼的一居81平成交价格已经到466万了。是6月28日成交的。	0
70	3	现在的市场和之前的市场已经存在差距了，最主要的是楼层的限制因素。	0
71	0	看中可谈	1
71	1	您付款如何？小区房子户型了解吗	0
71	2	您好	0
72	0	链家NAME很高兴为你服务	0
72	1	周边配套成熟	1
72	2	深圳的物业公司	0
72	3	彩生活	0
72	4	你之前有来这附近看过房子没	0
73	0	绿地468三期的	1
73	1	好的，我发个线上看房	0
73	2	您到时有时间看房了提前给我说就行，我提前约业主	0
74	0	可以	1
74	1	您几点过来	0
74	2	钥匙在我们店	0
75	0	这套房子业主才交的契税	0
75	1	所以满两年还很早	1
75	2	您考虑满两年的房子吗	0
75	3	百悦城四期有快满两年的房子给您推荐两套吧	0
75	4	嗯嗯	0
76	0	房子在卖的	0
76	1	业主也诚心	0
76	2	您省去一部分钱了	0
76	3	您说的这个价位确实有点低	0
76	4	不过，您再给点价，可以约业主见面聊聊的	0
77	0	好的呢，您说的哪套呢	0
77	1	好的	0
77	2	您好	0
78	0	您好	0
78	1	基本上谈不了多少钱	1
78	2	是的	0
